Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE	Absolute score (sig.score)
C538_D1_G5	0.0232461661799935	0	0	0	0.182738727729035	1.61198365017691	0	0.078202567713929	0.166444743530891	0	0.805479174691547	0	0.271186461127646	4.47748632525471	0	0	0	0.0737172083226526	0	1.92117695551645	0	0	0.223	0.0500194189982526	1.14616525700901	9.61166198024376
C538_D1_G8	2.2092636996346	0	0.329473427656906	0	1.89342417628141	0.105963290849632	0.307284183790822	0	0.495454680149442	0.00882900608831232	1.03991015151444	0	0.575896288342655	0	0.828216171566598	0.989210813884252	0	0.524299786935297	0	2.3730029555083	0	0.758637646921044	0.817	-0.0227069575915004	1.10461870872213	12.4388662791237
C538_E1_G3	11.8599777486466	1.94300750851857	0	0.870450848162542	1.7605433962808	2.66925016540285	0.261304641611448	0	0	0	0.551463817136559	0	0.202877683713164	0	0	0	0.43293652771419	0	0.0592522192812558	0	0	0	0	0.491797740876713	0.879936493731453	20.6110645564679
C539_A1_B1	0.0698675024334737	0	0.217707230204314	0	0	2.38396302938017	0	0.214801424761682	0.312200380580966	0.223263577480175	1.24478835939962	0	0	6.27184145466075	0	0	0	0	0	2.95652580137493	0	0.0325441292446841	0.013	0.224486814946783	1.04740147712573	13.9275028895208
C539_C1_G7	0	0	0.0705785884702647	0.444930878174118	0	8.55598597924601	0.350444017445374	0	0	0	2.37799849879714	0	2.54773664306968	3.84528971273236	0.0357948272402981	0	0	0.0803537943162123	0	0.80228287690965	0.381243562961899	0	0.54	0.00225692113803197	1.11181769321794	19.492639379363
C539_E1_B1	0.153053442146968	0	0.587484886830361	0	0	3.09035648547923	0	1.43819278536732	0	0	0.218604067781593	1.06278410250669	1.31268879740463	4.10554615125375	0	1.83500469027093	0	1.78134770411955	1.10490986817801	0	0.328104019636038	0	0.684	-0.0111462130468635	1.09593127018184	17.0180770009751
C542_A1_G7	0.96342369330916	0	0	0.867191779296477	0.592963655426871	0.944394534410586	0	0	0.463727073996127	0	1.5477750879851	0	5.05303519474777	3.47584629276183	0.299539444684026	0	0.473688661099643	0.235691215436025	0	0.703351562733801	0.918141654435702	0	0.513	0.00512973457738687	1.09932139293026	16.5387698503231
C542_A1_G8	0.0665168422260672	0	0.03321919336836	0.103063431409601	0	0.911616925950998	1.01951221005925	0	0.0174025609263258	0	0.650325502040254	0	0	7.95501686696741	0.222395967118166	1.23970203085354	0.174349519098397	0	0	1.67778453383338	1.60414172003179	0.00508288329549639	0.00600000000000001	0.289019812693686	1.01566792738172	15.680130187179
C542_B1_G1	0.109189360100568	0	0.953013495489584	0.179745946797978	0.486391424833554	0	1.3638631534456	0	0.167209208688635	0	1.31657813016032	0	0	5.56914257339866	0	0.272206292287316	0	0.570910563219809	0	1.82340643350319	0	0	0.086	0.108732945174349	1.09146724629616	12.8116565819252
C542_B1_G10	0.126398578617881	0.357652513466205	1.87646942168065	0	1.82582365839691	4.74014499363393	0.163555011924361	0	0	0	1.55456441546585	0	1.72983183775153	8.87421596780672	0	0	0	0.359003822050093	0	0.790485976548804	0	0	0.00600000000000001	0.277073343046565	0.986359566818883	22.3981461973429
C542_B1_G3	0	0.712693768531633	0.86521550290432	0.333893079913986	0.329132041701071	1.35790134938456	1.18458314043785	0	0	0	1.78348289139389	0	0.0628456327395763	9.5774689160728	0	0	0	0	0	8.52820574511739	0.501928813069753	0.196214545059792	0.013	0.224778068879696	1.06329702371593	25.4335654263266
C542_C1_G1	0.645687044730515	0	0	0	0	1.05308310239559	0.888596443839533	0.0270314876338008	0.015961095047956	0	0	0.641675079084551	0	0	0.0326056226321277	0	0.0813428387345664	0.0501929646528542	0	8.40061166084124	0.0258368556359807	0.23395228555231	0.612	-0.00457182475139303	1.37541796323077	12.096576480781
C542_C1_G10	0	1.06628749553361	0.623222431297214	0.398535533884123	0	0	1.9098347039748	0	0	0	1.1429384760034	0	0	0.866812439802402	0	0	0.107081417288453	0	0	13.9737148703084	0	0.57126772449966	0.035	0.1472318375407	1.2472844084418	20.659695092592
C542_C1_G2	0.545019193450732	0	1.11890652139206	0	0	1.82285034021817	4.24162706644226	0	0	0	0	1.37656413578828	0	2.16426815672639	0	0	0.444051991438943	0	0.346163760223329	0	0.166245702659108	0.205386911998594	0.673	-0.0104453297652776	1.09924695481565	12.4310837803379
C542_C1_G3	0	1.6877006981151	0	0	0	5.00610854443532	0	1.07681886950527	0.600705928388495	0	1.28212604033682	0	0.173989599956807	0.661179619771452	0	0	0.115502496033457	1.57018896460971	0	11.968460361605	0	0.194882981803548	0.173	0.0641607997650453	1.17688579300305	24.337664104561
C542_C1_G4	1.89350073904789	0	1.00047782654199	0.933037737195069	0	0	0.870446518534071	0.976055820727167	0.658721513170333	0	0.624801582329392	0	0.69145203132073	3.57756828521338	0.556078644697593	0	0.898673669745399	0.332245130927505	0	0.219099585881529	0	0.413522212705911	0.95	-0.0393229701977527	1.09580358241454	13.645681298038
C542_C1_G5	1.10650992213102	0	0.115680322617566	0.478544803682984	0	4.10123340714854	2.57587166357515	0	0	0	1.42835222952608	0	0.149424144470455	0.556476253612766	0.032535171175107	0	0	0.0852883813230375	0	1.31836127999912	0	0.101686961797428	0.635	-0.00643846112615095	1.11562726815022	12.0499645410592
C542_C1_G6	0.435041181165485	0.156133287112962	0	0	0	2.8614197064175	3.58136104849716	0	0	0.43591313758465	1.26439153753255	0	1.44411244356784	0.765982086446923	0	0	0.0110645302582777	1.40562281560263	0	16.2869901025487	0.307624389441607	0.258252570936874	0.005	0.308553160157324	1.05852085507758	29.2139088371131
C542_C1_G7	0.313988063378987	0	0.27937178755891	0	0	3.67929591273856	1.13182685344403	0	0.45015694845779	0	1.08593614740274	0	0.347513651355102	2.04845160654008	0	0.166500535027295	0	0.616336863136338	0	2.07324766650995	0.467989132615302	0	0.837	-0.0245643912737959	1.10963475720007	12.6606151681651
C542_C1_G8	0.276453196578597	0	0.0779317352705215	0	0	7.05735481406324	2.0826478809366	0	0	0	2.77059710619638	0	0	2.57900299628978	0	0.134397889029161	0	0.0556241531254716	0	4.02235687448759	0	0.389697853687276	0.167	0.0656159244972191	1.09699784716086	19.4460644996646
C542_C1_G9	0	0	0.705834984139578	0	0	4.83765316389792	1.3309266763019	0.060208692447692	0.558222708140784	0	2.07336650882767	0	0.462168923570886	3.01488201544156	0.178227827130287	1.95261920785831	0	0	0	2.81083113768394	0.381443373867054	0	0.166	0.0657964508809636	1.07235080114066	18.3663852193076
C542_D1_G10	0	0.900802666447728	0.19747374625682	0.954323626580108	3.1128196884466	2.2667382218124	0	0	0.500494859105016	0	3.06314317053382	0	0.135171288253298	3.64148692907564	0	0	0.134746060717891	0	0	5.52500774801524	0	0.138561097137189	0.151	0.0725271641407426	1.10339307489812	20.5707691023817
C542_D1_G7	0.0470152806798649	0.0720462090836586	0.228775467161476	0	0.147040606735976	1.90484954985606	0.298845119699044	0.279636222774041	0.289872724553838	0	1.46486540066021	0.013461542716327	0.098723960315508	5.46016938728823	0.0213505788851387	0	0.199745368884276	0	0	0.393314711934315	0.12887346276962	0	0.702	-0.0129427985377908	1.1608967288051	11.0485855939976
C542_D1_G8	0.156803123635491	0	0.143754397920172	0	0	1.30696051379193	0	0.327378343124691	0.606362445030568	0	2.45492456470492	0	0	21.6069713016203	0.272550892050466	0	0	0	0	3.69333813220027	0.25231055118245	0.0486637655069488	0.00600000000000001	0.298011472241534	1.05815947137771	30.8700180307682
C542_E1_B1	1.85585138652972	0	0.62832524535593	0.785489610052055	0	0	1.05662408610379	0	2.49262635325177	1.50385440992409	0.124066338928748	0	0	0	0.704601550524378	2.04757186809829	0	0.997841349388527	0	1.87204694829356	0	0.815450321461514	0.983	-0.0472284494091827	1.10173029734185	14.8843494679124
C543_A1_G1	0.707388906796884	0	0.671259556615007	0.225555742820735	0	9.21035287288981	0.453755690810632	0	0.124643589718467	0	2.23809554551106	0.759417947182052	1.45981403584046	1.65679274928591	0.289328286210437	0	1.1111691161424	0.442086913116849	0.501270907694489	0	0	0	0.755	-0.0173226212555158	1.1157223531043	19.8509318606352
C543_A1_G4	2.46816683329673	0.625326276194986	0	3.10163993204896	0	10.7634456808682	0	0	0.280833743530875	0	2.00092108983961	0	1.56727567907717	1.2993511925938	0.603273018702445	0	0.678313875184393	0.594351259077485	0	1.55787192548417	0	1.14693706445635	0.499	0.00725321914543423	1.10704492129587	26.6877075703552
C543_B1_G10	0	0	0	2.39047499982439	0	0	6.50730966230053	0.380054950911772	0	0.0756517336835637	0	0.754713904734979	0	1.86214092512742	0.887195526197186	0.468806122267135	0.130320471907465	1.32900149252935	0	3.78658528197838	0.0813269733615985	0	0.213	0.0521555253795077	1.10322611297246	18.6535820448238
C543_B1_G2	0.798979885614098	1.05368422902948	0.776589637278339	1.18064767623589	0	0	2.81686135032168	0.602616288389415	0.751749888966539	1.64873940694818	0	0	0	0.113405856668658	0.655790694829093	0.0790300882171158	0	1.29601798818006	0.396193936994206	0	1.60673798265785	0.556592190867302	0.673	-0.0105143018823834	1.08259496508219	14.3336371011979
C543_B1_G4	0.261501467797488	0	0.594216339587222	0.585851427103524	0	1.44556726161534	0.00778599522272475	0.26443745116434	0.114903965874537	0	0.687311019866501	0.167041341289377	0.614851266565416	0.35869311319237	0.366460195601119	0.290412669210093	0.6817959179821	1.95950263477626	0	1.35124475455575	1.50810002446563	0	0.896	-0.0307060215589444	1.10211717670707	11.2596768458698
C543_B1_G8	0	0	0.868973615518079	2.91257969052289	0	0	4.02432176158964	4.13632633976876	1.90564301544096	0	0	1.80652457224869	0.511589644382557	0	1.56560344964727	1.75501386860848	1.32976078281817	0.283035843861377	0.524145195497872	0.0904233533205084	1.04976479020824	0.8228129153156	0.592	-0.00320249348505755	1.09295260923107	23.5865188387491
C543_B1_G9	0.203641183620685	0	1.12842557002101	0.67940370391678	0	2.30468689429299	0.714843080934608	1.62010075734739	0	0	1.1461874897292	0	0.70203871742737	0	0.150475268153441	1.23532076739568	0	0	0.850670124679949	0	0.692418464878137	0.0665008363671796	0.978	-0.0456152443068201	1.09425591980425	11.4947128587644
C543_C1_G9	0	2.21048500825535	0	0	0	7.64794696942452	0	0.564424412535234	2.29071347712841	2.08667753531561	4.2723029123372	0	0	3.45841403130415	1.00486321765143	0	0	0.664376332694074	0	2.98154846044113	0.240037276421387	0	0.95	-0.0393280079847979	1.1352556280367	27.4217896335085
C543_D1_B1	0	0	0	1.45583534007372	1.84092102618878	7.16670183789487	3.85912166364769	0	0	0	2.06274660683557	0	0.843721469539041	2.77701546577531	0.357045033192768	0	0	0.0215011495168647	0	6.57766863571552	0	0	0.107	0.0924238382555976	1.08564735604037	26.9622782283801
C543_D1_G4	0	2.61376684446568	0.473912301634381	1.22265934191681	0.0979703900578752	2.45266332596768	0	0	0	0	1.14119281001211	0	0.309516620979005	0.746956920830786	1.58976850596997	0.286937491988769	0.306042732723364	0	1.31604703155999	0	0.767704628572629	0	0.399	0.0168688795977644	1.07711372037125	13.3251389466791
C543_D1_G5	2.4943584679477	0	0	4.51331045568692	0	0	8.10870861762041	0.262391719677103	0	0	6.50810522435199	0	0	0.188580152719213	1.11370346097378	2.13684475948344	0.315870073519881	0.868134915120859	0.65585412284328	0	0.821370852856281	0	0.996	-0.0593261933215134	1.15223508427569	27.9872328228009
C544_A1_B1	0.0299674526611321	0	0	2.27347016544352	0	0	4.83356567848181	3.3226549707988	3.48030897161317	0	0	0	0	3.35025023510842	1.79428272722126	0	3.08988067981318	0	1.14212712416633	0.850998948937875	0	1.52281188288296	0.516	0.00481662946118065	1.08057792302201	25.6903188371285
C544_A1_G1	0.0203328879947066	0.00880016729192654	0	0.201650703777685	0	1.69737008980926	0	0.0813299128209056	0.348424571603287	0	2.78149055220811	0	0.25694668215805	3.70669915708452	0.134793730841283	0.00678924494286776	0	0	0	11.9667484960716	0.0460107375181412	0	0.338	0.0261954442423971	1.27115661077377	21.2573869341224
C544_A1_G10	0.162147971541861	1.49818981850532	0	3.87843196235002	0	0	0.160317297624249	2.1443546932783	0.299668881381165	0	3.43966882673893	0	0.774146652474136	6.36577716337268	0.583687932210812	0	0	0	0	1.82848524288013	0.157188782347496	0.647573752322447	0.48	0.0095099603380366	1.11395187610792	21.9396389770275
C544_A1_G2	0	0.200243720040851	0.843842869529959	0.0381343400007261	0	2.4562762706526	0.975669297517926	1.12844627273235	0.717489998210295	0	3.60810617743503	0	0.203130869971545	2.45804862524641	0	2.62462932031375	0	0.0960477045664307	0	6.74442132569159	0	0	0.271	0.0383985141902755	1.12398678494851	22.0944867919095
C544_A1_G3	2.19251907706138	0	1.35585531337486	3.48795273723529	2.21185270122654	3.13088461625207	4.07945598836579	0	0	0	0	3.20225191882109	0	1.27983018095133	0.107614892013819	1.0549977996189	0.323104774437076	0.0569101728630906	0	15.9494435997046	0.261452012625781	0	0.349	0.0242270340757405	1.18272571193276	38.6941257845516
C544_A1_G4	0	0.226026401205709	0.191526144572435	0	0	7.04901397483156	2.63628104418283	0	0	0	1.79265561749756	0	0	1.24257965398969	0.127826297358774	0.398862649925389	0.0641340362742257	0	0	1.11318551835981	0.476757567627461	0	0.664	-0.00943917197967108	1.11917734982907	15.3188489058254
C544_A1_G5	0.269555410268008	1.36122201786668	1.35162127327449	0	0	0	5.68973679599595	3.18119748422107	0.695443972047032	0	2.83393703837541	0	0	3.17498106333965	0.0865208610419659	0	2.18404215861694	0.622284840414234	0.00788641363393541	0	0.578002297926788	0.618073966232689	0.663	-0.00916407855378355	1.07996818087871	22.6545055932548
C544_A1_G7	0	0.741878101930714	1.60751595305097	2.21570687351132	1.69818364118964	0	0.911278272935036	0	1.51030200590774	0	2.18529501538406	0	0	1.1344593226674	0	0.725235887341454	0.172977578852339	0.963744707538921	0	2.32813979907045	0.668899739766175	0	0.992	-0.0544329497820879	1.1116726839598	16.8636168991462
C544_A1_G8	1.11626911889199	0	1.45978989871258	0.922982680180703	0	1.56999170113333	0.636094321475234	1.3309724629507	0.631424021256198	0	2.38602732935498	0	0.701545183250663	4.1533914046517	1.18017832426253	1.91671012563268	0.466307368507352	0.452902570339852	0.707492189830271	0.995151812725703	0.645519827927158	0	0.389	0.0180294434174871	1.07298525417382	21.2727503410836
C544_B1_B1	3.87948790425962	0	0	9.52534140753042	0	2.46360192966822	0.468463044325594	0.635269706472997	4.22338757661108	0	1.30307870118522	0	1.63051875008004	1.48088674424921	0.462695551969289	0	2.62403792785085	0	1.19796155625149	0	0	0	0.693	-0.0117701704223695	1.1146940967395	29.894730800454
C544_B1_G1	0.989174103840573	0	0	0.896892210326708	0	2.22694674782904	0	0	2.32627638140297	0	1.37633337092239	0	0.638985842802382	3.01775024650142	0	1.91552330062004	0	0	0	2.48556142052534	0	0.576727909190359	0.069	0.119429350985098	1.05051477846445	16.4501715339612
C544_B1_G8	0	0.124031702232204	0.153463617272554	2.07464582532775	0	0	0.956557702513716	0	2.15278455839079	0	2.20064961298498	0	1.13228340508718	0	1.28227047261824	0.663674866171725	1.36809923779418	0	0	1.47523136987495	4.22653377250449	0.324579076756205	0.385	0.0184224919550214	1.08842656597506	18.134805219529
C544_B1_G9	2.77534962455149	0	0	3.64763422778366	0	2.23136318908487	2.10134867695004	1.72291613187378	1.56192379979629	0	0.725523695651278	0	3.1875502706256	1.81516582453442	0.110258307158282	0	4.69585124440596	1.73926675628115	0.189977367760747	1.37750927708979	0	0	0.878	-0.0283012088824687	1.08366334014581	27.8816383935473
C544_C1_G10	4.44604541698566	0	1.07756105690479	0.0870167872700435	6.93019007295938	0	1.66710189869479	0	0.882854918088759	2.77761086591642	0	2.38059792770597	1.6761980758837	2.32003306994106	1.76062335956193	2.66644024043222	1.93003530618514	0	2.96733909757476	0	1.11608893986192	0	0.902	-0.0318360667887739	1.08603894861596	34.6857370339665
C544_C1_G3	2.51547369459538	0	1.35184786481814	0.119290980340302	2.04361289427678	0	0.440865682000147	0.922954916901499	0	1.3609010507372	1.58185259092903	0	0.904280066923215	0	0.653286274376418	0	1.72944959462805	0	2.15193897778389	0.445177530905569	0	1.18111678171802	0.9	-0.0313764473530061	1.08388737764119	17.4020489009336
C544_C1_G4	0.906655210998256	0	0	0	0	1.67590208020972	0.723373285200032	0.63725332416093	0	0	3.83024550753444	0	0	2.29430702106018	0	0	0	0	0	1.8401679576407	0	1.95650636726453	0.277	0.0372814937710688	1.11992502173717	13.8644107540688
C544_C1_G5	1.07282492359588	0	0.606245842982909	1.58375483070231	0	3.64788828391982	2.75823781024275	0	0.222130544457818	0.0915797018957702	0	0	0	5.97862920138506	0.28098989575013	0	0	0.491852984946502	0	1.67953565934595	0.237571464234959	1.13724564122573	0.554	0.00126163490076371	1.10167622726532	19.7884867846856
C544_C1_G6	0.139863760022819	0	0.841520722849864	0.861965491172087	0	4.70227753420032	2.10008660136439	0	0	0	3.13608754325037	0	0.232944270240658	2.16027758907104	0	1.12707211144311	0	0.89783473281659	0	1.92946100126775	0	0.564800326648348	0.454	0.0121453471303178	1.09621529289928	18.6941916843473
C544_C1_G7	0	2.09967067857535	1.02100608140896	0.381729484665804	0	4.09618629868665	3.27257187337834	0	0.425909498199066	0.304055457030438	0.459749716404189	0	1.02266868862132	1.11325466188631	1.05300624026401	2.08597526783183	0.140017947355884	0	3.17170206088165	0	1.15497270618656	0.751156848582408	0.963	-0.0423518950323086	1.07594848704706	22.5536335099588
C544_C1_G8	0	2.8793921515057	0.144500859780144	0	3.07895631427511	0	0.382012135052195	0	2.56996566766202	0	9.78922209856356	1.64192798043398	0	0.67276211553915	0	0.523658110769128	0.274687243438023	0	2.04143645780288	0	0	0	0.452	0.0123399195864122	1.18969188916202	23.9985211348219
C544_D1_B1	1.96924439095126	0	0.430272333259115	0	1.9050011474578	0	0	0.414809627948411	0.679460108025625	0.590130464247221	0.275845855539641	0	0.286704071261412	0	0.537677191607368	0.687040251040845	0.432895292033415	0.464899612594739	0	15.2624419050816	0	0	0.295	0.0337480341322171	1.28546645455798	23.9364222510485
C544_D1_G5	0	0	1.73079050320604	0.806679443956899	0.718388275595023	1.23278729224448	0.0263548433781226	0.338247043734362	0	0	0	2.30653127793917	0	0.691376331205357	0.239563118452618	1.08718566958238	2.49125949793062	0.982598651474412	0	0	1.47636588060522	0	0.126	0.0824935480400994	1.05699965660117	14.1281278293047
C544_D1_G6	2.98648522445918	0	1.6495189935223	0	1.81118331182726	5.24801676742278	0.252516802891115	1.0272528668097	0	2.1408670174457	1.33088857537355	0	2.05987951563151	2.2187229105497	2.67228280756288	0	0.86663138883146	0.116171869519331	1.93767080073341	1.20391815053332	0	0	0.041	0.138418804235437	1.02674458550019	27.5220070031132
C544_D1_G7	2.7601372124727	0.724235406217877	1.65122859570321	1.38107884572931	0	0	2.50519450601498	0.815346588860679	0.700512662800298	0	3.64287898991714	0	5.66658238336118	0.931008054017722	0.454556191752238	1.34075934115483	0	2.01403650990822	0.637614795157101	1.93943921296729	0.133604401306806	0	0.168	0.0652674384394975	1.05084318049811	27.2982136973416
C544_D1_G8	0.132548061804289	0	0.119709450743782	1.08814496957368	0	3.60712895015806	3.79351365951161	0.118037867242165	0	0	0.407901035983595	0	0.524816544871654	5.44699784166365	0.309697310781179	0.939491640120962	0	0	0	5.3947513443888	0	0	0.027	0.16841905655903	1.0497329768615	21.8827386768434
C544_D1_G9	1.31189553176875	1.17125077302125	0	1.57184432158543	0	1.01253132204369	5.91785630479247	0	0	0.0428747718201202	2.75242006647624	0	0	2.4679639743679	0.262609485780626	1.5303181113978	0	0.0820058727604047	0	4.34618748150993	1.14813909303649	2.06756065636714	0.93	-0.0353578111740644	1.11653615579334	25.6854577667283
C544_E1_B1	0	1.32346693281023	0	0.59029954795372	2.67089628099277	0	2.6176051822791	2.73895561715387	0	1.14349528459411	0.879157026265871	0	0.286645604730742	3.52019171729037	0.418528150433508	1.04876124032446	0.633093036017524	0.455928803861279	0	1.69454225012126	0	0.999614345857165	0.428	0.0142193375675918	1.08031242215704	21.021181020686
C547_B1_G7	2.45043969708096	0	1.57579844655561	0.789569129680327	0	0	0	1.64784551422667	0.231580646372518	0	4.02763688306978	0	1.19020690576553	4.62862435790242	1.37582777432806	0.496838313271389	0.393684472214843	0	0.815808241355499	0.920531188623083	0	0	0.931	-0.0357807613164709	1.10687385836362	20.5443915704467
C547_C1_G8	0	1.58246374884733	1.55305863768636	0	1.87127758301339	0	0	0	1.46212390358477	1.06806000192626	3.13492295104174	0	0	1.4131975561727	0.932134748985792	0.746912004179999	3.35218160821769	0	2.4085959875268	0	0.186967169221713	0	0.509	0.00582342086224207	1.07145692624955	19.7118959004046
C547_C1_G9	0	4.10987208402322	0.369196517887889	3.66611303390978	0	6.77209301263251	1.23583883115928	0	0	0	0.859040543631087	0	1.22903820245135	0.459478193526378	0.382974371374657	2.10488585878647	0	0.483076372008624	0	0.411089833757114	0.294121587045628	0	0.339	0.0258997897917557	1.08524466796426	22.376818442194
C548_B1_G3	1.36258181378614	0	0.446019024821838	0.920577535958305	0.324162996570777	0	7.81533537048653	0	0	0	0.750900785949703	0	0	0.431777092347189	0	0	0.329350111497265	0	1.96553248295491	0	0.138193838939759	0.713466413273848	0.292	0.0344105913959244	1.07685175225239	15.1978974665863
C548_C1_G3	0.324607346103527	0	0.296443858476654	0	0	1.38685183555268	1.24177746669887	1.31930169631759	0	0.781693236430186	0	0	0	0.864485237118369	0.553483330901303	1.38915221686039	0	0.387204565394639	0	0.0189231672253008	0	1.23100878370397	0.911	-0.0330690157481853	1.09882987665571	9.79493274078349
C548_D1_G6	0	4.62884805303473	0.484640029418627	0	0	1.14302423455137	0	5.26705580597831	0	0	1.10975940764022	0.829641109319122	2.64147088429513	1.84461486711227	0	0	1.4942758158002	0	1.5080295997205	0	1.43956292417758	0.815527628072014	0.772	-0.0181503929284228	1.07989211053018	23.2064503591201
C548_D1_G8	0.0777535976637964	0	0	1.0760279253717	0	0	3.75290640027228	2.0339141924757	0	0	1.65861961455517	0	0	0	0.252674821243529	1.94304668591743	1.33835461385184	1.23492001690568	1.6226178450394	0	0.787032719988786	2.06200148191253	0.101	0.094507533679469	1.04023436649811	17.8398699151978
C549_A1_G1	0	0.853117975466305	0	4.95513787816005	0	7.48519575909258	0	0	0.310588170912832	0	0.0715386483608427	0	2.25822543734553	2.73014665422282	1.82734484533827	0	3.7646403729785	0	2.71402196324982	0	2.215109364667	2.07048805324478	0.0580000000000001	0.126059265743385	1.03443174009718	31.2555551230393
C549_A1_G3	1.6051656834674	0	1.05720986120082	0	0.558386742953336	15.1418267617309	0.822179914732709	0	0	0.548859329907787	3.49869041922333	0	0	2.28317924207423	1.68497826909891	0	1.38755524582899	0.322436006602863	1.35981530561709	0	0.362926571404815	0	0.00900000000000001	0.246408892351428	0.997679755229779	30.6332093538432
C549_A1_G4	0	4.10010793585056	0	3.83546322871301	0	0.559473123279264	5.19357803389218	0.554018178467475	0.780332518137584	0	2.68208668684329	0	1.26875117675713	0	0.974218331449812	3.03322661689096	0.0541172512044448	0.718349316452168	1.84431794079596	0	0.895105018922195	0.598632466441053	0.031	0.1616617041623	1.01373583975963	27.0917778240971
C549_A1_G5	1.20396157092561	0	0.162901829660168	1.78210780792861	1.3083311418813	0	0	0	0.732644571248994	0	0.169691954905832	0.12310550055221	0.590936414503716	0.0138583314974034	0	0.920719122443072	0	1.84395250208166	0.99243730447835	0	0.49164840606667	0	0.146	0.0743771699059357	1.05397703987845	10.3362964581736
C549_A1_G6	3.61972478936503	0	2.74708545304664	0.814441719768972	4.51189685032735	0.875870310342536	2.66160105274809	0	0	1.52233805763351	1.03972162050768	0	0	0	0	1.35385143960452	2.86731000744439	0.780611590258121	1.17659451882496	0.248937681219276	1.43788273182838	2.0351176192673	0.019	0.186800730920072	0.997755743540523	27.6929854421867
C549_A1_G7	3.63825998596424	0	0.721956149326167	0.636690907882275	0	0.0171768562991088	0	3.58843598317072	0.44671246608987	0	0.00239069677624512	0	0.509381108456115	1.25338006555123	0.945235369186421	0	1.41104663579529	0.68338751353872	0	0.00821994942783618	0	0	0.118	0.0861162832056177	1.05230514454187	13.8622736874642
C549_A1_G8	1.06802520054042	0.137752780236134	1.48520381496801	0	0	1.05615407837104	0.488185475532126	0	0.00761052231399209	0	1.32947827149191	0	0	2.97962413323155	0.147515225212597	1.92452660791735	0	0.494113883722518	0	2.26367075593951	0.538876769188395	0.403615217315949	0.509	0.00584677858044042	1.09458022255027	14.3243527359815
C549_B1_B1	0	5.87653329686626	0	0	0	9.60836755915798	10.9965485337216	0	0.824217330098002	0	5.19736173430663	0	0.493828607435288	1.60806231860485	0.185226997870969	0.539021039126836	0.976639136429496	0	1.42997082989574	0	3.61294934366435	0.081565882253349	0.099	0.0973161724408412	1.04949610734569	41.4302926094314
C549_B1_G5	2.71065315673301	0	1.18280955019772	1.5098359038967	0	7.14978055142517	1.77959471869922	0	0	0	2.49159136678751	0	1.33221748438333	0.216995010049941	0.994928617470338	1.48127170836007	1.29693427055767	0.701568219697098	0.00668269596315569	0.0891334251304235	2.12553214770207	2.58612421891989	0.269	0.0393666832579894	1.06606112048531	27.6556530459733
C549_C1_G10	1.57121766323815	0	2.17169044380171	0	0	2.28911909651278	0.210693121916353	0	1.09678609925875	0.228167080119794	1.59511485855045	0	0.313716400157773	0.0648152175536463	1.76058350208855	1.36202377940579	0.384847275998555	1.04815890547836	0	0.94329746121218	0	0.199570087924414	0.501	0.00710656010116603	1.07956825183198	15.2398009932173
C549_C1_G5	0	4.3235876720506	0.735941433569548	0.264360709508536	1.16989738314637	2.91501186206347	1.2176871449019	0.596276440921114	0	0.453371968056785	0.0393439073465648	0	1.96714360564834	0.64354415023678	2.61022010235984	0	2.59239418766496	0.595543981425047	0.946527523807546	1.8653290551534	0	2.16431606961877	0.053	0.130061900687672	1.02811223759429	25.1004971974796
C549_C1_G7	1.81834388645193	0	0.172614606290746	0.783312076917985	0	3.46304579568517	4.0607151742591	0	0	0	0.122765732072384	0	0.896240246513268	0.76413874643282	0	0.285445541332288	0.255000161889924	0.166100475565764	0.00498990483753089	0	0	0	0.785	-0.0194831660884308	1.09602553747415	12.7927123482489
C549_D1_B1	3.43088406278831	1.63348744084313	0.214721334583477	0	0.896305334744655	1.03959664613544	8.81675237293686	0	0.554503540457387	3.33556956854227	5.64228636877681	0	1.12221800247537	0	1.36330127660617	3.36648833130089	0	0.0220882303340882	3.49393456075656	1.86025774264401	2.36012770574255	1.9010489273652	0.00600000000000001	0.282287552857635	0.970501659712071	41.0535714470332
C549_D1_G10	1.50623257034241	0.254225282789422	0.700259956232324	0	3.37428316820916	0.799186893443896	2.84426429467643	0	0	0	2.89651285468666	0	1.02180203530724	0.379467908264358	0.421990682195297	0.636739819514706	0.507074272694713	0	1.43345316287719	0	0	0.281691563403928	0.908	-0.0327963069564384	1.09302251457729	17.0571844646377
C549_D1_G2	0.94798773692539	0	1.4063866182419	0	1.35447514210043	1.65846874432863	0	0	0.264947163847905	0	0.903676102209474	0	0.54346358370453	1.14441471672151	0.0214683073802305	1.12511514472424	1.33235142023434	0.706384431565797	0.65194853482502	0	1.00481293174555	0.312281567552183	0.241	0.0442761832104432	1.04622169420815	13.3781821461071
C550_A1_B1	1.06953378487878	0	0	0.457165459835414	0	16.9558194580642	0.754899370825897	0	0	2.56846837414874	0	0	0	0	0	2.36313084370841	0	0.53416248355429	0	0.297516594770468	0	0.13772216208222	0.464	0.0111322948135137	1.15037597523165	25.1384185318684
